hours_per_week,age,marital_status_Divorced,marital_status_Married-AF-spouse,marital_status_Married-civ-spouse,marital_status_Married-spouse-absent,marital_status_Never-married,marital_status_Separated,marital_status_Widowed,income_>50K
40,34,1,0,0,0,0,0,0,0
40,46,0,0,1,0,0,0,0,0
60,28,0,0,0,0,1,0,0,0
42,36,0,0,0,0,0,1,0,0
50,45,1,0,0,0,0,0,0,1
80,50,0,0,1,0,0,0,0,0
40,46,0,0,0,0,1,0,0,0
15,67,0,0,1,0,0,0,0,0
60,29,0,0,1,0,0,0,0,0
45,37,0,0,1,0,0,0,0,1
40,66,0,0,1,0,0,0,0,0
50,31,0,0,0,0,1,0,0,0
20,20,0,0,0,0,1,0,0,0
30,41,0,0,0,0,1,0,0,0
27,58,0,0,0,0,0,0,1,0
55,31,0,0,1,0,0,0,0,1
40,48,1,0,0,0,0,0,0,0
37,25,0,0,0,0,1,0,0,0
45,36,0,0,0,0,1,0,0,1
40,40,1,0,0,0,0,0,0,0
40,32,0,0,0,1,0,0,0,0
40,29,0,0,0,0,1,0,0,0
40,47,1,0,0,0,0,0,0,0
50,31,0,0,1,0,0,0,0,0
40,44,1,0,0,0,0,0,0,0
15,46,0,0,0,0,1,0,0,0
40,22,0,0,0,0,1,0,0,0
40,58,0,0,0,0,0,1,0,0
55,50,0,0,1,0,0,0,0,1
40,20,0,0,0,0,1,0,0,0
60,50,0,0,1,0,0,0,0,0
15,67,0,0,0,0,0,0,1,0
55,39,1,0,0,0,0,0,0,1
40,42,0,0,1,0,0,0,0,1
20,25,0,0,0,0,1,0,0,0
50,54,0,0,1,0,0,0,0,1
60,52,1,0,0,0,0,0,0,0
40,20,0,0,0,0,1,0,0,0
20,18,0,0,0,0,1,0,0,0
15,19,0,0,0,0,1,0,0,0
20,70,0,0,1,0,0,0,0,1
60,59,0,0,1,0,0,0,0,1
45,60,0,0,1,0,0,0,0,0
22,21,0,0,0,0,1,0,0,0
40,18,0,0,0,0,1,0,0,0
40,37,1,0,0,0,0,0,0,0
40,30,0,0,1,0,0,0,0,0
40,33,1,0,0,0,0,0,0,0
40,20,0,0,0,0,1,0,0,0
40,45,0,0,1,0,0,0,0,0
42,26,0,0,1,0,0,0,0,1
38,56,0,0,1,0,0,0,0,1
25,21,0,0,0,0,1,0,0,0
40,25,0,0,0,0,1,0,0,1
40,45,0,0,0,0,1,0,0,0
40,51,0,0,1,0,0,0,0,0
40,35,1,0,0,0,0,0,0,0
15,17,0,0,0,0,1,0,0,0
40,50,0,0,1,0,0,0,0,0
20,20,0,0,0,0,1,0,0,0
40,39,0,0,1,0,0,0,0,1
40,64,1,0,0,0,0,0,0,0
40,25,0,0,1,0,0,0,0,0
40,44,0,0,1,0,0,0,0,0
40,38,1,0,0,0,0,0,0,0
70,40,0,0,0,0,1,0,0,0
50,49,0,0,1,0,0,0,0,1
40,46,0,0,1,0,0,0,0,0
42,61,0,0,1,0,0,0,0,0
70,43,0,0,1,0,0,0,0,1
40,24,0,0,0,0,1,0,0,0
38,57,0,0,1,0,0,0,0,0
25,66,0,0,1,0,0,0,0,1
50,26,0,0,1,0,0,0,0,1
20,21,0,0,0,0,1,0,0,0
40,19,0,0,0,0,1,0,0,0
40,57,0,0,1,0,0,0,0,0
50,37,0,0,1,0,0,0,0,0
35,37,0,0,0,0,1,0,0,0
20,40,0,0,1,0,0,0,0,1
35,47,0,0,1,0,0,0,0,1
40,38,0,0,0,0,1,0,0,0
40,59,0,0,1,0,0,0,0,0
40,45,0,0,1,0,0,0,0,1
5,71,0,0,0,0,0,0,1,0
40,43,0,0,1,0,0,0,0,0
45,37,0,0,0,0,1,0,0,1
60,38,0,0,0,0,1,0,0,0
40,49,0,0,1,0,0,0,0,0
40,25,0,0,0,0,1,0,0,0
40,29,0,0,0,0,1,0,0,0
40,41,0,0,1,0,0,0,0,1
40,58,1,0,0,0,0,0,0,0
45,38,1,0,0,0,0,0,0,0
40,19,0,0,0,0,1,0,0,0
3,67,0,0,1,0,0,0,0,0
40,25,0,0,0,0,1,0,0,0
40,33,0,0,1,0,0,0,0,0
40,62,0,0,0,0,0,0,1,0
60,41,0,0,1,0,0,0,0,0
50,37,0,0,1,0,0,0,0,1
40,71,0,0,0,0,1,0,0,0
38,30,1,0,0,0,0,0,0,0
50,29,0,0,1,0,0,0,0,0
40,27,1,0,0,0,0,0,0,0
45,57,1,0,0,0,0,0,0,0
40,28,0,0,0,1,0,0,0,0
55,54,0,0,1,0,0,0,0,1
24,19,0,0,0,0,1,0,0,0
40,57,0,0,0,0,1,0,0,0
40,44,0,0,1,0,0,0,0,0
40,48,0,0,1,0,0,0,0,0
40,45,0,0,0,1,0,0,0,0
40,30,0,0,1,0,0,0,0,1
55,30,1,0,0,0,0,0,0,1
40,56,0,0,1,0,0,0,0,0
15,17,0,0,0,0,1,0,0,0
40,50,1,0,0,0,0,0,0,0
51,33,0,0,1,0,0,0,0,0
46,33,0,0,1,0,0,0,0,0
38,36,0,0,1,0,0,0,0,0
40,30,0,0,1,0,0,0,0,0
45,52,0,0,1,0,0,0,0,0
40,42,0,0,0,0,1,0,0,0
40,20,0,0,0,0,1,0,0,0
40,20,0,0,0,0,1,0,0,0
55,38,0,0,1,0,0,0,0,1
40,68,0,0,0,0,1,0,0,0
40,40,0,0,1,0,0,0,0,0
20,65,0,0,1,0,0,0,0,0
60,31,0,0,1,0,0,0,0,1
40,20,0,0,0,0,1,0,0,0
44,47,0,0,1,0,0,0,0,0
40,29,0,0,0,0,1,0,0,0
43,33,0,0,0,0,1,0,0,0
48,58,0,0,1,0,0,0,0,0
40,36,1,0,0,0,0,0,0,0
50,24,1,0,0,0,0,0,0,0
40,31,0,0,0,0,1,0,0,0
4,47,1,0,0,0,0,0,0,0
50,26,0,0,1,0,0,0,0,0
48,40,0,0,1,0,0,0,0,0
45,47,0,0,0,1,0,0,0,0
50,42,0,0,1,0,0,0,0,1
40,37,0,0,1,0,0,0,0,0
40,79,0,0,0,0,1,0,0,0
40,45,0,0,0,1,0,0,0,0
40,43,0,0,1,0,0,0,0,0
50,29,0,0,1,0,0,0,0,0
40,33,0,0,0,0,1,0,0,0
40,65,0,0,0,0,1,0,0,0
25,17,0,0,0,0,1,0,0,0
40,65,0,0,1,0,0,0,0,0
33,38,0,0,1,0,0,0,0,1
25,26,0,0,0,0,1,0,0,0
50,29,0,0,1,0,0,0,0,1
40,31,0,0,0,0,0,1,0,0
96,25,0,0,1,0,0,0,0,0
40,31,1,0,0,0,0,0,0,0
40,32,0,0,0,0,1,0,0,0
45,57,0,0,1,0,0,0,0,0
60,39,0,0,1,0,0,0,0,1
10,39,0,0,0,0,1,0,0,0
30,28,0,0,0,0,1,0,0,0
40,27,0,0,0,0,1,0,0,0
40,49,0,0,0,0,0,0,1,0
25,45,0,0,0,0,0,0,1,0
45,49,0,0,1,0,0,0,0,1
45,26,0,0,0,0,1,0,0,0
40,47,0,0,0,0,1,0,0,0
40,68,0,0,1,0,0,0,0,0
40,56,1,0,0,0,0,0,0,0
45,27,0,0,0,0,0,1,0,0
40,67,1,0,0,0,0,0,0,0
40,59,0,0,1,0,0,0,0,1
60,42,0,0,0,0,1,0,0,0
35,36,0,0,1,0,0,0,0,1
40,35,0,0,0,0,1,0,0,0
36,38,0,0,0,1,0,0,0,0
35,37,0,0,0,0,1,0,0,0
50,29,0,0,1,0,0,0,0,1
40,23,0,0,0,0,1,0,0,0
40,21,0,0,0,0,1,0,0,0
43,54,0,0,1,0,0,0,0,0
40,42,0,0,1,0,0,0,0,0
20,34,0,0,0,0,0,1,0,0
30,49,1,0,0,0,0,0,0,1
40,37,0,0,0,0,0,1,0,0
45,24,0,0,0,0,1,0,0,0
32,18,0,0,0,0,1,0,0,0
6,72,1,0,0,0,0,0,0,0
45,19,0,0,0,0,1,0,0,0
35,24,0,0,0,0,1,0,0,0
50,33,0,0,1,0,0,0,0,0
48,45,0,0,1,0,0,0,0,1
30,24,0,0,0,0,1,0,0,0
35,35,1,0,0,0,0,0,0,0
60,37,0,0,1,0,0,0,0,1
60,45,0,0,1,0,0,0,0,1
40,59,0,0,0,0,1,0,0,0
80,28,0,0,0,0,1,0,0,0
40,21,0,0,0,0,1,0,0,0
40,29,0,0,0,0,1,0,0,0
40,61,1,0,0,0,0,0,0,0
48,24,0,0,0,0,1,0,0,0
50,27,0,0,1,0,0,0,0,0
40,35,0,0,0,0,1,0,0,0
20,21,0,0,0,0,1,0,0,0
6,23,0,0,0,0,1,0,0,0
40,23,0,0,0,0,1,0,0,0
60,33,0,0,1,0,0,0,0,0
40,31,0,0,0,0,1,0,0,0
66,52,0,0,1,0,0,0,0,1
65,42,0,0,1,0,0,0,0,1
45,41,0,0,1,0,0,0,0,1
40,40,0,0,1,0,0,0,0,0
50,31,0,0,1,0,0,0,0,1
40,17,0,0,0,0,1,0,0,0
40,24,0,0,0,0,1,0,0,0
30,39,0,0,1,0,0,0,0,0
40,35,0,0,1,0,0,0,0,0
40,46,1,0,0,0,0,0,0,0
40,47,0,0,1,0,0,0,0,1
40,32,0,0,0,0,1,0,0,0
40,61,0,0,0,0,0,0,1,0
30,61,0,0,1,0,0,0,0,1
40,33,0,0,0,0,1,0,0,0
65,53,0,0,1,0,0,0,0,1
48,41,0,0,1,0,0,0,0,1
16,22,0,0,0,0,1,0,0,0
40,20,0,0,0,0,1,0,0,0
15,26,0,0,0,0,1,0,0,0
40,27,0,0,0,0,1,0,0,0
65,33,0,0,1,0,0,0,0,0
40,31,0,0,1,0,0,0,0,0
20,24,0,0,0,0,1,0,0,0
20,64,0,0,1,0,0,0,0,0
40,49,0,0,1,0,0,0,0,1
50,36,0,0,1,0,0,0,0,0
68,23,0,0,1,0,0,0,0,0
50,45,0,0,0,0,1,0,0,1
36,20,0,0,0,0,1,0,0,0
42,53,0,0,1,0,0,0,0,1
40,60,0,0,1,0,0,0,0,0
50,31,1,0,0,0,0,0,0,0
42,24,0,0,0,0,1,0,0,0
45,41,1,0,0,0,0,0,0,1
65,36,1,0,0,0,0,0,0,0
55,58,0,0,1,0,0,0,0,1
40,37,0,0,1,0,0,0,0,0
45,58,0,0,1,0,0,0,0,1
40,47,1,0,0,0,0,0,0,0
40,33,0,0,1,0,0,0,0,0
38,42,0,0,1,0,0,0,0,1
50,22,0,0,0,0,1,0,0,0
40,52,0,0,0,0,1,0,0,0
50,61,0,0,1,0,0,0,0,1
40,45,1,0,0,0,0,0,0,0
50,36,0,0,1,0,0,0,0,1
60,24,0,0,0,0,1,0,0,0
52,29,0,0,0,0,1,0,0,0
55,25,0,0,1,0,0,0,0,1
50,58,0,0,1,0,0,0,0,1
40,19,0,0,0,0,1,0,0,0
42,46,1,0,0,0,0,0,0,0
45,42,0,0,1,0,0,0,0,1
40,62,0,0,1,0,0,0,0,1
40,36,0,0,1,0,0,0,0,1
60,30,0,0,0,0,0,1,0,0
40,46,0,0,0,1,0,0,0,0
40,34,0,0,0,0,1,0,0,0
40,21,0,0,1,0,0,0,0,0
40,25,0,0,1,0,0,0,0,0
40,45,0,0,1,0,0,0,0,0
40,59,1,0,0,0,0,0,0,0
60,28,0,0,1,0,0,0,0,0
40,51,0,0,1,0,0,0,0,0
55,32,0,0,1,0,0,0,0,1
40,19,0,0,0,0,1,0,0,0
40,43,0,0,1,0,0,0,0,0
20,78,0,0,0,0,0,0,1,0
40,53,0,0,1,0,0,0,0,0
40,28,0,0,1,0,0,0,0,1
55,42,1,0,0,0,0,0,0,0
40,62,0,0,0,0,0,0,1,0
40,34,1,0,0,0,0,0,0,0
70,42,0,0,1,0,0,0,0,0
40,27,0,0,0,0,1,0,0,0
21,81,0,0,1,0,0,0,0,0
40,40,1,0,0,0,0,0,0,0
48,25,0,0,1,0,0,0,0,1
16,72,1,0,0,0,0,0,0,0
35,39,0,0,1,0,0,0,0,1
20,44,1,0,0,0,0,0,0,0
25,22,0,0,0,0,1,0,0,1
45,36,1,0,0,0,0,0,0,0
55,37,0,0,1,0,0,0,0,1
45,21,0,0,0,0,1,0,0,0
50,53,0,0,1,0,0,0,0,0
40,46,0,0,0,0,1,0,0,0
50,30,0,0,1,0,0,0,0,1
40,46,1,0,0,0,0,0,0,0
40,41,0,0,1,0,0,0,0,0
50,47,1,0,0,0,0,0,0,0
30,64,0,0,1,0,0,0,0,0
50,47,0,0,0,0,0,1,0,0
40,35,1,0,0,0,0,0,0,0
40,34,0,0,1,0,0,0,0,0
20,22,0,0,0,0,1,0,0,0
40,47,0,0,0,0,0,1,0,0
20,18,0,0,0,0,1,0,0,0
32,42,0,0,1,0,0,0,0,0
40,42,0,0,1,0,0,0,0,1
52,33,0,0,1,0,0,0,0,0
40,31,0,0,0,0,1,0,0,0
40,17,0,0,0,0,1,0,0,0
40,46,0,0,1,0,0,0,0,1
40,29,0,0,0,0,0,1,0,0
24,68,0,0,1,0,0,0,0,0
40,56,0,0,1,0,0,0,0,1
40,35,0,0,0,0,0,0,1,1
35,20,0,0,0,0,1,0,0,0
35,52,0,0,0,0,0,1,0,0
10,68,0,0,1,0,0,0,0,0
10,22,0,0,0,0,1,0,0,0
40,45,0,0,0,0,1,0,0,0
50,42,0,0,1,0,0,0,0,1
40,47,0,0,1,0,0,0,0,0
35,36,1,0,0,0,0,0,0,0
40,33,0,0,1,0,0,0,0,1
50,41,0,0,1,0,0,0,0,1
30,21,0,0,0,0,1,0,0,0
30,21,0,0,0,0,1,0,0,0
20,41,0,0,1,0,0,0,0,0
65,33,1,0,0,0,0,0,0,1
40,55,0,0,1,0,0,0,0,1
34,30,0,0,1,0,0,0,0,1
40,37,0,0,0,0,1,0,0,0
25,18,0,0,0,0,1,0,0,0
40,49,1,0,0,0,0,0,0,0
50,30,0,0,0,1,0,0,0,0
7,43,0,0,1,0,0,0,0,1
40,54,1,0,0,0,0,0,0,0
40,57,0,0,1,0,0,0,0,0
40,50,1,0,0,0,0,0,0,0
40,35,0,0,1,0,0,0,0,0
60,44,1,0,0,0,0,0,0,1
48,29,0,0,1,0,0,0,0,0
50,26,0,0,0,0,1,0,0,0
11,67,0,0,1,0,0,0,0,0
58,55,0,0,1,0,0,0,0,0
45,24,0,0,0,0,1,0,0,0
45,38,0,0,0,0,1,0,0,1
25,31,0,0,0,0,1,0,0,0
40,39,0,0,1,0,0,0,0,0
35,27,0,0,0,0,1,0,0,0
40,20,0,0,0,0,1,0,0,0
60,20,0,0,0,0,1,0,0,0
48,47,0,0,1,0,0,0,0,1
15,48,0,0,1,0,0,0,0,0
45,56,1,0,0,0,0,0,0,0
16,60,0,0,1,0,0,0,0,1
40,54,0,0,1,0,0,0,0,1
20,19,0,0,0,0,1,0,0,0
40,30,0,0,1,0,0,0,0,0
40,30,0,0,1,0,0,0,0,0
40,51,1,0,0,0,0,0,0,0
38,31,0,0,0,0,1,0,0,0
40,63,0,0,0,0,0,1,0,1
20,24,0,0,0,0,1,0,0,0
60,36,0,0,1,0,0,0,0,1
50,32,0,0,0,0,1,0,0,0
54,32,1,0,0,0,0,0,0,0
40,48,0,0,0,0,1,0,0,0
40,48,1,0,0,0,0,0,0,0
40,22,0,0,0,0,1,0,0,0
30,47,0,0,1,0,0,0,0,0
45,43,0,0,0,0,0,1,0,0
90,36,0,0,1,0,0,0,0,0
40,64,0,0,1,0,0,0,0,0
40,38,0,0,0,0,1,0,0,0
60,30,0,0,1,0,0,0,0,0
40,35,1,0,0,0,0,0,0,0
40,24,0,0,0,0,1,0,0,0
40,44,0,0,1,0,0,0,0,0
45,28,0,0,0,0,1,0,0,0
40,27,0,0,0,0,1,0,0,0
30,37,0,0,0,0,1,0,0,0
60,46,0,0,1,0,0,0,0,1
16,67,0,0,1,0,0,0,0,0
40,46,0,0,0,0,1,0,0,0
40,48,1,0,0,0,0,0,0,0
50,31,0,0,1,0,0,0,0,0
35,19,0,0,0,0,1,0,0,0
40,33,0,0,0,0,1,0,0,0
56,47,0,0,1,0,0,0,0,1
40,41,1,0,0,0,0,0,0,0
30,18,0,0,0,0,1,0,0,0
40,26,0,0,0,0,0,1,0,0
40,34,0,0,0,0,1,0,0,0
50,47,0,0,1,0,0,0,0,1
40,36,0,0,1,0,0,0,0,1
50,43,0,0,1,0,0,0,0,0
40,24,0,0,0,0,1,0,0,0
25,20,0,0,0,0,1,0,0,0
55,33,1,0,0,0,0,0,0,0
30,19,0,0,0,0,1,0,0,0
40,34,1,0,0,0,0,0,0,1
50,27,0,0,0,0,1,0,0,0
40,51,0,0,0,0,0,0,1,1
40,53,0,0,1,0,0,0,0,0
40,24,0,0,1,0,0,0,0,1
40,25,0,0,0,0,1,0,0,0
40,34,1,0,0,0,0,0,0,0
40,38,0,0,1,0,0,0,0,0
23,28,0,0,0,0,1,0,0,0
52,61,0,0,1,0,0,0,0,1
50,54,1,0,0,0,0,0,0,1
50,63,0,0,1,0,0,0,0,1
45,34,0,0,0,0,0,1,0,0
32,47,0,0,1,0,0,0,0,0
40,28,0,0,0,0,1,0,0,0
40,49,0,0,1,0,0,0,0,1
25,18,0,0,0,0,1,0,0,0
40,38,0,0,0,0,1,0,0,0
36,27,0,0,0,0,1,0,0,0
40,24,0,0,0,1,0,0,0,0
45,60,0,0,1,0,0,0,0,0
60,59,0,0,1,0,0,0,0,0
40,47,0,0,1,0,0,0,0,1
40,25,0,0,1,0,0,0,0,0
40,40,0,0,1,0,0,0,0,0
40,25,0,0,0,0,1,0,0,1
60,38,1,0,0,0,0,0,0,0
50,40,0,0,0,0,1,0,0,1
36,34,0,0,0,0,1,0,0,0
55,40,1,0,0,0,0,0,0,0
40,51,0,0,0,0,0,0,1,0
40,39,0,0,1,0,0,0,0,0
30,74,1,0,0,0,0,0,0,1
40,36,0,0,1,0,0,0,0,1
12,64,0,0,0,0,0,0,1,0
32,50,0,0,1,0,0,0,0,0
40,34,0,0,1,0,0,0,0,0
35,51,1,0,0,0,0,0,0,0
60,36,0,0,1,0,0,0,0,0
40,55,0,0,1,0,0,0,0,1
45,30,0,0,0,0,1,0,0,0
25,17,0,0,0,0,1,0,0,0
50,24,0,0,0,0,1,0,0,0
40,44,0,0,1,0,0,0,0,0
40,40,0,0,0,0,1,0,0,0
40,29,0,0,1,0,0,0,0,0
35,57,0,0,0,0,1,0,0,0
50,45,0,0,1,0,0,0,0,1
55,48,0,0,1,0,0,0,0,1
40,34,0,0,1,0,0,0,0,1
48,27,0,0,0,0,1,0,0,0
42,43,1,0,0,0,0,0,0,0
30,30,1,0,0,0,0,0,0,0
40,34,0,0,1,0,0,0,0,1
45,58,0,0,1,0,0,0,0,1
40,33,0,0,1,0,0,0,0,1
40,47,0,0,1,0,0,0,0,1
40,48,1,0,0,0,0,0,0,1
60,36,0,0,0,0,1,0,0,1
40,25,0,0,0,0,1,0,0,0
40,43,0,0,1,0,0,0,0,0
40,58,0,0,1,0,0,0,0,1
40,55,0,0,1,0,0,0,0,0
40,26,0,0,1,0,0,0,0,0
60,34,0,0,1,0,0,0,0,0
25,61,1,0,0,0,0,0,0,0
20,22,0,0,0,0,1,0,0,0
40,34,0,0,1,0,0,0,0,0
90,33,0,0,1,0,0,0,0,1
15,75,1,0,0,0,0,0,0,0
40,54,1,0,0,0,0,0,0,0
40,28,0,0,0,0,1,0,0,0
45,46,0,0,1,0,0,0,0,1
45,49,1,0,0,0,0,0,0,0
60,32,0,0,1,0,0,0,0,1
40,33,0,0,1,0,0,0,0,1
40,30,1,0,0,0,0,0,0,0
40,24,0,0,0,0,1,0,0,0
30,48,1,0,0,0,0,0,0,0
32,20,0,0,0,0,1,0,0,0
52,38,0,0,1,0,0,0,0,1
40,33,0,0,0,0,1,0,0,0
25,61,0,0,0,0,1,0,0,0
40,27,0,0,0,0,1,0,0,0
40,36,0,0,0,0,0,1,0,0
20,57,1,0,0,0,0,0,0,0
40,54,0,0,1,0,0,0,0,0
30,31,0,0,0,0,1,0,0,0
40,41,0,0,1,0,0,0,0,1
60,27,0,0,1,0,0,0,0,0
44,37,0,0,1,0,0,0,0,1
30,27,0,0,1,0,0,0,0,0
20,67,1,0,0,0,0,0,0,0
50,28,0,0,1,0,0,0,0,0
40,57,0,0,0,0,0,0,1,0
46,28,0,0,1,0,0,0,0,0
35,47,0,0,0,0,0,1,0,0
40,47,0,0,1,0,0,0,0,0
50,31,0,0,0,1,0,0,0,0
40,36,0,0,0,1,0,0,0,0
72,39,0,0,1,0,0,0,0,1
40,47,0,0,0,0,1,0,0,0
40,26,0,0,0,0,1,0,0,0
50,44,1,0,0,0,0,0,0,0
50,29,0,0,1,0,0,0,0,0
30,26,0,0,0,0,1,0,0,0
40,34,0,0,1,0,0,0,0,1
40,35,0,0,1,0,0,0,0,1
40,27,0,0,0,0,1,0,0,0
40,57,1,0,0,0,0,0,0,0
20,21,0,0,0,0,1,0,0,0
45,40,0,0,1,0,0,0,0,1
20,20,0,0,0,0,1,0,0,0
55,51,0,0,1,0,0,0,0,1
40,28,0,0,0,0,0,1,0,0
44,42,1,0,0,0,0,0,0,0
50,47,0,0,1,0,0,0,0,0
40,39,0,0,1,0,0,0,0,0
40,22,0,0,0,0,1,0,0,0
40,50,0,0,1,0,0,0,0,1
30,20,0,0,0,0,1,0,0,0
40,64,0,0,1,0,0,0,0,0
50,24,0,0,0,0,1,0,0,0
40,60,0,0,1,0,0,0,0,0
40,26,0,0,0,0,1,0,0,0
25,22,0,0,0,0,1,0,0,0
60,29,0,0,0,0,1,0,0,0
40,33,0,0,1,0,0,0,0,0
40,29,0,0,1,0,0,0,0,1
40,34,0,0,1,0,0,0,0,1
30,69,0,0,0,0,0,0,1,0
35,70,0,0,0,0,0,0,1,0
40,57,0,0,0,0,1,0,0,0
40,30,0,0,0,0,1,0,0,0
14,69,0,0,0,0,0,0,1,0
25,26,0,0,1,0,0,0,0,0
40,31,0,0,1,0,0,0,0,0
45,25,0,0,0,0,1,0,0,0
40,48,1,0,0,0,0,0,0,0
20,45,0,0,1,0,0,0,0,0
32,37,0,0,0,0,1,0,0,0
50,37,0,0,1,0,0,0,0,0
35,69,0,0,1,0,0,0,0,0
40,41,0,0,1,0,0,0,0,1
40,31,0,0,0,0,1,0,0,0
40,52,0,0,0,0,0,0,1,0
25,41,0,0,1,0,0,0,0,1
40,55,0,0,0,0,1,0,0,0
20,65,0,0,0,1,0,0,0,0
55,32,0,0,1,0,0,0,0,0
40,46,0,0,0,0,0,0,1,0
40,30,0,0,1,0,0,0,0,1
40,42,1,0,0,0,0,0,0,0
20,69,0,0,1,0,0,0,0,0
30,23,0,0,0,0,1,0,0,0
40,28,0,0,0,0,1,0,0,0
30,23,0,0,0,0,1,0,0,0
40,47,1,0,0,0,0,0,0,0
45,40,0,0,1,0,0,0,0,1
60,27,0,0,0,0,1,0,0,0
40,40,0,0,0,0,1,0,0,0
10,22,0,0,0,0,1,0,0,0
48,30,0,0,0,0,1,0,0,0
40,23,0,0,0,0,1,0,0,0
40,46,0,0,1,0,0,0,0,1
60,47,1,0,0,0,0,0,0,0
40,47,0,0,1,0,0,0,0,0
50,46,0,0,1,0,0,0,0,1
40,51,0,0,0,0,1,0,0,1
40,36,0,0,1,0,0,0,0,0
40,23,0,0,1,0,0,0,0,0
40,24,0,0,0,0,1,0,0,0
35,19,0,0,0,0,1,0,0,0
40,52,0,0,1,0,0,0,0,1
50,45,0,0,1,0,0,0,0,1
20,22,0,0,0,0,1,0,0,0
8,22,0,0,0,0,1,0,0,0
60,35,0,0,1,0,0,0,0,1
25,20,0,0,0,0,1,0,0,0
38,53,0,0,1,0,0,0,0,0
40,39,1,0,0,0,0,0,0,0
60,31,0,0,1,0,0,0,0,0
12,18,0,0,0,0,1,0,0,0
99,30,0,0,1,0,0,0,0,0
20,77,0,0,0,0,1,0,0,0
40,27,0,0,0,0,1,0,0,0
40,27,0,0,0,0,1,0,0,0
50,45,0,0,1,0,0,0,0,0
50,23,0,0,1,0,0,0,0,0
40,28,0,0,0,0,1,0,0,0
75,31,0,0,1,0,0,0,0,0
60,30,0,0,1,0,0,0,0,0
50,46,0,0,1,0,0,0,0,1
60,36,0,0,1,0,0,0,0,1
38,52,0,0,1,0,0,0,0,0
35,24,0,0,0,0,1,0,0,0
40,42,0,0,1,0,0,0,0,0
40,52,0,0,1,0,0,0,0,0
40,49,0,0,1,0,0,0,0,0
30,73,0,0,1,0,0,0,0,0
40,67,0,0,1,0,0,0,0,1
40,61,0,0,1,0,0,0,0,1
40,36,0,0,1,0,0,0,0,0
40,40,0,0,1,0,0,0,0,0
35,23,0,0,0,0,1,0,0,0
40,20,0,0,0,0,1,0,0,0
40,40,0,0,1,0,0,0,0,0
50,35,0,0,1,0,0,0,0,0
60,31,1,0,0,0,0,0,0,0
15,17,0,0,0,0,1,0,0,0
40,35,0,0,0,0,1,0,0,0
50,43,1,0,0,0,0,0,0,1
40,37,0,0,0,0,0,1,0,0
50,41,0,0,0,0,1,0,0,0
30,55,0,0,1,0,0,0,0,0
17,18,0,0,0,0,1,0,0,0
35,35,0,0,1,0,0,0,0,1
40,30,0,0,1,0,0,0,0,0
40,61,0,0,1,0,0,0,0,0
46,27,0,0,0,0,1,0,0,0
40,22,0,0,0,0,1,0,0,0
40,47,0,0,1,0,0,0,0,0
40,31,1,0,0,0,0,0,0,0
44,41,1,0,0,0,0,0,0,0
40,29,0,0,0,0,1,0,0,0
55,49,0,0,1,0,0,0,0,1
40,40,0,0,0,0,1,0,0,0
60,36,0,0,1,0,0,0,0,1
8,18,0,0,0,0,1,0,0,0
50,26,0,0,0,0,1,0,0,0
40,26,0,0,0,0,1,0,0,0
40,27,0,0,0,0,1,0,0,0
35,58,0,0,1,0,0,0,0,0
15,17,0,0,0,0,1,0,0,0
40,23,0,0,0,0,1,0,0,0
39,44,1,0,0,0,0,0,0,0
40,31,0,0,0,0,0,1,0,0
40,65,0,0,1,0,0,0,0,0
50,23,0,0,0,0,1,0,0,0
35,31,0,0,1,0,0,0,0,0
25,18,0,0,0,0,1,0,0,0
30,32,0,0,1,0,0,0,0,0
40,23,0,0,0,0,1,0,0,0
55,47,0,0,1,0,0,0,0,1
30,25,0,0,0,0,1,0,0,0
50,24,0,0,0,0,1,0,0,0
10,65,0,0,1,0,0,0,0,1
40,29,0,0,1,0,0,0,0,0
40,36,1,0,0,0,0,0,0,0
20,23,0,0,0,0,1,0,0,0
40,39,0,0,1,0,0,0,0,1
40,38,0,0,0,0,1,0,0,0
20,24,0,0,0,0,1,0,0,0
55,35,0,0,1,0,0,0,0,0
4,21,0,0,0,0,1,0,0,0
60,51,0,0,0,0,0,1,0,0
20,21,0,0,0,0,1,0,0,0
40,58,0,0,1,0,0,0,0,1
45,27,0,0,0,0,1,0,0,0
21,41,1,0,0,0,0,0,0,0
20,40,0,0,1,0,0,0,0,0
55,27,0,0,0,0,1,0,0,0
40,23,0,0,0,0,1,0,0,0
40,25,0,0,0,0,1,0,0,0
5,41,0,0,1,0,0,0,0,0
40,41,1,0,0,0,0,0,0,0
40,21,0,0,1,0,0,0,0,0
55,38,0,0,1,0,0,0,0,1
40,42,0,0,0,0,1,0,0,0
40,35,0,0,1,0,0,0,0,0
20,17,0,0,0,0,1,0,0,0
40,31,0,0,0,0,1,0,0,0
20,20,0,0,0,0,1,0,0,0
50,57,0,0,1,0,0,0,0,1
50,34,0,0,1,0,0,0,0,1
60,49,0,0,1,0,0,0,0,0
40,51,0,0,1,0,0,0,0,1
42,38,0,0,0,0,1,0,0,0
50,42,0,0,1,0,0,0,0,1
45,43,0,0,1,0,0,0,0,0
48,24,0,0,0,0,1,0,0,0
40,29,1,0,0,0,0,0,0,0
40,48,0,0,1,0,0,0,0,0
40,44,0,0,1,0,0,0,0,0
40,62,0,0,1,0,0,0,0,1
40,45,0,0,1,0,0,0,0,0
40,52,0,0,1,0,0,0,0,0
45,36,0,0,1,0,0,0,0,1
